gene,abbr
ZDB-GENE-090805-3,itga3a
ZDB-GENE-050411-55,itga3b
ZDB-GENE-110411-108,itga4
ZDB-GENE-031116-52,itga5
ZDB-GENE-050309-23,itga6a
ZDB-GENE-050320-5,itga6b
ZDB-GENE-040914-57,itga6l
ZDB-GENE-070501-10,itga7
ZDB-GENE-080220-48,itga8
ZDB-GENE-040426-1129,itga9
ZDB-GENE-131121-125,itgae.1
ZDB-GENE-130530-671,itgae.2
ZDB-GENE-110411-175,itgam.1
ZDB-GENE-110510-4,itgam.2
ZDB-GENE-060616-382,itgav
ZDB-GENE-060803-2,itgb1a
ZDB-GENE-030909-10,itgb1b
ZDB-GENE-060803-3,itgb1b.1
ZDB-GENE-040426-2598,itgb1b.2
ZDB-GENE-051113-264,itgb1bp1
ZDB-GENE-110411-4,itgb2
ZDB-GENE-071207-1,itgb3a
ZDB-GENE-071207-2,itgb3b
ZDB-GENE-131127-260,itgb3bp
ZDB-GENE-030131-7209,itgb4
ZDB-GENE-030131-6022,itgb5
ZDB-GENE-100812-2,itgb6
ZDB-GENE-100728-2,itgb7
ZDB-GENE-071213-3,itgb8
ZDB-GENE-050522-410,itgbl1
ZDB-GENE-040426-1942,itih2
ZDB-GENE-050522-262,itih3a.1
ZDB-GENE-130530-650,itih3a.2
ZDB-GENE-040426-2716,itih3b.1
ZDB-GENE-050626-133,itih3b.2
ZDB-GENE-041210-193,itih5
ZDB-GENE-050603-1,itih6
ZDB-GENE-990415-261,itk
ZDB-GENE-060929-564,itln1
ZDB-GENE-050411-58,itln2
ZDB-GENE-090527-4,itln3
ZDB-GENE-090527-5,itln4
ZDB-GENE-090527-6,itln5
ZDB-GENE-090527-7,itln6
ZDB-GENE-030131-2352,itm2ba
ZDB-GENE-040426-2139,itm2bb
ZDB-GENE-040718-284,itm2ca
ZDB-GENE-030131-7806,itm2cb
ZDB-GENE-070705-218,itpa
ZDB-GENE-040426-1953,itpk1a
ZDB-GENE-131126-72,itpk1b
ZDB-GENE-030616-116,itpka
ZDB-GENE-041014-166,itpkb
ZDB-GENE-030131-6009,itpkca
ZDB-GENE-080225-27,itpkcb
ZDB-GENE-070604-3,itpr1a
ZDB-GENE-070604-2,itpr1b
ZDB-GENE-050419-192,itpr2
ZDB-GENE-070605-1,itpr3
ZDB-GENE-091204-197,itprid1
ZDB-GENE-090824-1,itprid2
ZDB-GENE-050417-422,itprip
ZDB-GENE-130816-1,itpripl2
ZDB-GENE-070117-2134,itr
ZDB-GENE-030616-226,itsn1
ZDB-GENE-041014-84,itsn2a
ZDB-GENE-050309-102,itsn2b
ZDB-GENE-030616-262,ivd
ZDB-GENE-031222-2,ivns1abpa
ZDB-GENE-030131-6266,ivns1abpb
ZDB-GENE-070117-2135,ivy
ZDB-GENE-120914-2,iws1
ZDB-GENE-090313-311,iyd
ZDB-GENE-180517-1,izumo1
ZDB-GENE-030131-8429,jac1
ZDB-GENE-071004-126,jac10
ZDB-GENE-160114-65,jac11
ZDB-GENE-160114-69,jac2
ZDB-GENE-160114-66,jac3
ZDB-GENE-030131-8643,jac4
ZDB-GENE-090610-2,jac6
ZDB-GENE-080219-24,jac7
ZDB-GENE-080218-18,jac8
ZDB-GENE-080218-23,jac9
ZDB-GENE-030131-5648,jade1
ZDB-GENE-120215-66,jade2
ZDB-GENE-030131-928,jade3
ZDB-GENE-011128-2,jag1a
ZDB-GENE-011128-4,jag1b
ZDB-GENE-130530-549,jag2a
ZDB-GENE-011128-3,jag2b
ZDB-GENE-181009-1,jag3
ZDB-GENE-041010-80,jagn1a
ZDB-GENE-040801-103,jagn1b
ZDB-GENE-980526-142,jak1
ZDB-GENE-980526-481,jak2a
ZDB-GENE-980526-123,jak2b
ZDB-GENE-070725-4,jak3
ZDB-GENE-110208-7,jakmip1
ZDB-GENE-091204-293,jakmip2
ZDB-GENE-100914-6,jakmip3
ZDB-GENE-070117-801,jako
ZDB-GENE-070117-2137,jam
ZDB-GENE-031204-3,jam2a
ZDB-GENE-080229-3,jam2b
ZDB-GENE-070424-177,jam3a
ZDB-GENE-030131-441,jam3b
ZDB-GENE-070117-2138,jan
ZDB-GENE-061218-1,jarid2a
ZDB-GENE-060503-246,jarid2b
ZDB-GENE-070117-50,jas
ZDB-GENE-070117-84,jaw
ZDB-GENE-070117-47,jax
ZDB-GENE-060503-492,jazf1a
ZDB-GENE-041212-56,jazf1b
ZDB-GENE-111221-2,jcada
ZDB-GENE-111221-3,jcadb
ZDB-GENE-131127-459,jdp2a
ZDB-GENE-040718-197,jdp2b
ZDB-GENE-070117-85,jey
ZDB-GENE-060503-471,jhy
ZDB-GENE-040718-382,jkamp
ZDB-GENE-130530-832,jmjd1ca
ZDB-GENE-121214-344,jmjd1cb
ZDB-GENE-060929-636,jmjd4
ZDB-GENE-040426-17,jmjd6
ZDB-GENE-050417-86,jmjd7
ZDB-GENE-120917-1,jmjd8
ZDB-GENE-040426-2433,jmy
ZDB-GENE-070117-2140,jnr
ZDB-GENE-060929-260,josd1
ZDB-GENE-040426-850,josd2
ZDB-GENE-040724-233,jph1a
ZDB-GENE-060616-389,jph1b
ZDB-GENE-030131-9848,jph2
ZDB-GENE-110408-64,jph3a
ZDB-GENE-060503-415,jph3b
ZDB-GENE-070410-142,jpt1a
ZDB-GENE-030131-2784,jpt1b
ZDB-GENE-030131-599,jpt2
ZDB-GENE-060503-674,jtb
ZDB-GENE-070117-692,jum
ZDB-GENE-030131-7859,jun
ZDB-GENE-040426-2172,junba
ZDB-GENE-040426-2666,junbb
ZDB-GENE-070725-2,jund
ZDB-GENE-060929-812,june
ZDB-GENE-991207-22,jupa
ZDB-GENE-110407-10,jupb
ZDB-GENE-070117-2139,jwl
ZDB-GENE-090713-2,k23
ZDB-GENE-080515-1,k31
ZDB-GENE-980605-14,k422
ZDB-GENE-210324-12,kai
ZDB-GENE-100921-4,kalrna
ZDB-GENE-060421-7244,kalrnb
ZDB-GENE-060526-215,kank1a
ZDB-GENE-060526-260,kank1b
ZDB-GENE-040724-121,kank2
ZDB-GENE-081105-185,kank3
ZDB-GENE-120423-1,kank4
ZDB-GENE-121219-5,kansl1a
ZDB-GENE-121219-4,kansl1b
ZDB-GENE-081104-473,kansl1l
ZDB-GENE-041010-67,kansl2
ZDB-GENE-050809-132,kansl3
ZDB-GENE-070117-2141,kap
ZDB-GENE-021115-8,kars1
ZDB-GENE-070117-2148,kas
ZDB-GENE-040718-452,kat14
ZDB-GENE-080403-11,kat2a
ZDB-GENE-060503-207,kat2b
ZDB-GENE-040718-57,kat5a
ZDB-GENE-030131-985,kat5b
ZDB-GENE-021022-3,kat6a
ZDB-GENE-000607-52,kat6b
ZDB-GENE-060929-168,kat7a
ZDB-GENE-030131-1901,kat7b
ZDB-GENE-030131-7510,kat8
ZDB-GENE-050522-514,katna1
ZDB-GENE-041114-141,katnal1
ZDB-GENE-051113-156,katnal2
ZDB-GENE-040426-1954,katnb1
ZDB-GENE-030131-4155,katnbl1
ZDB-GENE-091204-173,katnip
ZDB-GENE-070928-14,kazald2
ZDB-GENE-050208-155,kazald3
ZDB-GENE-081105-97,kazna
ZDB-GENE-061215-31,kaznb
ZDB-GENE-130530-678,kbtbd11
ZDB-GENE-050904-1,kbtbd12
ZDB-GENE-140106-122,kbtbd13a
ZDB-GENE-131127-524,kbtbd13b
ZDB-GENE-060929-1262,kbtbd2
ZDB-GENE-131016-5,kbtbd3
ZDB-GENE-040426-937,kbtbd4
ZDB-GENE-070912-204,kbtbd7
ZDB-GENE-030114-8,kbtbd8
ZDB-GENE-070117-42,kby
ZDB-GENE-040426-1383,kcmf1
ZDB-GENE-130925-4,kcna10a
ZDB-GENE-130530-687,kcna10b
ZDB-GENE-110408-15,kcna1a
ZDB-GENE-140515-1,kcna1b
ZDB-GENE-131113-1,kcna2a
ZDB-GENE-080204-89,kcna2b
ZDB-GENE-130530-873,kcna3a
ZDB-GENE-131113-2,kcna3b
ZDB-GENE-121127-2,kcna4
ZDB-GENE-141104-2,kcna5
ZDB-GENE-080722-21,kcna6a
ZDB-GENE-140516-2,kcna6b
ZDB-GENE-120215-257,kcna7
ZDB-GENE-050327-79,kcnab1a
ZDB-GENE-070912-690,kcnab1b
ZDB-GENE-140515-2,kcnab2a
ZDB-GENE-080219-36,kcnab2b
ZDB-GENE-140516-1,kcnab3
ZDB-GENE-090831-3,kcnb1
ZDB-GENE-070912-170,kcnb2a
ZDB-GENE-091113-38,kcnb2b
ZDB-GENE-061220-10,kcnc1a
ZDB-GENE-080414-3,kcnc1b
ZDB-GENE-070410-118,kcnc2
ZDB-GENE-100901-1,kcnc3a
ZDB-GENE-100901-2,kcnc3b
ZDB-GENE-060503-773,kcnc4
ZDB-GENE-081105-40,kcnd1
ZDB-GENE-041210-70,kcnd2
ZDB-GENE-030131-5626,kcnd3
ZDB-GENE-141104-1,kcne1
ZDB-GENE-050419-163,kcne4
ZDB-GENE-201021-1,kcnel
ZDB-GENE-041001-217,kcnf1a
ZDB-GENE-090312-39,kcnf1b
ZDB-GENE-080220-5,kcng1
ZDB-GENE-100701-1,kcng2
ZDB-GENE-111111-9,kcng3
ZDB-GENE-050419-11,kcng4a
ZDB-GENE-130530-634,kcng4b
ZDB-GENE-061226-1,kcnh1a
ZDB-GENE-121128-4,kcnh1b
ZDB-GENE-070912-699,kcnh2a
ZDB-GENE-100629-2,kcnh2b
ZDB-GENE-070912-23,kcnh3
ZDB-GENE-131125-34,kcnh4a
ZDB-GENE-121214-54,kcnh4b
ZDB-GENE-061106-2,kcnh5a
ZDB-GENE-090319-1,kcnh5b
ZDB-GENE-040702-5,kcnh6a
ZDB-GENE-121214-55,kcnh6b
ZDB-GENE-120214-39,kcnh7
ZDB-GENE-060503-204,kcnh8
ZDB-GENE-080721-17,kcnip1a
ZDB-GENE-041212-57,kcnip1b
ZDB-GENE-081031-91,kcnip2
ZDB-GENE-040426-1791,kcnip3a
ZDB-GENE-040426-1752,kcnip3b
ZDB-GENE-131003-3,kcnip4a
ZDB-GENE-090313-35,kcnip4b
ZDB-GENE-130726-1,kcnj10a
ZDB-GENE-130726-2,kcnj10b
ZDB-GENE-060308-2,kcnj11
ZDB-GENE-050222-2,kcnj11l
ZDB-GENE-131126-14,kcnj12a
ZDB-GENE-091118-79,kcnj12b
ZDB-GENE-070129-1,kcnj13
ZDB-GENE-100922-48,kcnj14
ZDB-GENE-150928-1,kcnj15
ZDB-GENE-130603-81,kcnj16a
ZDB-GENE-060503-706,kcnj19a
ZDB-GENE-121214-60,kcnj19b
ZDB-GENE-031118-55,kcnj1a.1
ZDB-GENE-050327-22,kcnj1a.2
ZDB-GENE-050420-256,kcnj1a.3
ZDB-GENE-050420-186,kcnj1a.4
ZDB-GENE-050420-120,kcnj1a.5
ZDB-GENE-050420-272,kcnj1a.6
ZDB-GENE-070620-9,kcnj1b
ZDB-GENE-131127-162,kcnj20
ZDB-GENE-070424-22,kcnj21
ZDB-GENE-120319-1,kcnj2a
ZDB-GENE-091204-290,kcnj2b
ZDB-GENE-100922-16,kcnj3a
ZDB-GENE-120215-38,kcnj3b
ZDB-GENE-160216-3,kcnj4
ZDB-GENE-120215-97,kcnj5
ZDB-GENE-120327-2,kcnj6
ZDB-GENE-060308-1,kcnj8
ZDB-GENE-081104-42,kcnj9
ZDB-GENE-041210-291,kcnk10a
ZDB-GENE-050420-31,kcnk10b
ZDB-GENE-120113-1,kcnk12
ZDB-GENE-091118-74,kcnk12l
ZDB-GENE-080219-46,kcnk13a
ZDB-GENE-040724-105,kcnk13b
ZDB-GENE-080220-30,kcnk15
ZDB-GENE-120113-3,kcnk17
ZDB-GENE-100405-2,kcnk18
ZDB-GENE-070620-26,kcnk1a
ZDB-GENE-090312-78,kcnk1b
ZDB-GENE-061226-2,kcnk2a
ZDB-GENE-051120-69,kcnk2b
ZDB-GENE-040724-171,kcnk3a
ZDB-GENE-120709-43,kcnk3b
ZDB-GENE-120113-2,kcnk3l
ZDB-GENE-141211-80,kcnk4a
ZDB-GENE-110304-1,kcnk4b
ZDB-GENE-051113-112,kcnk5a
ZDB-GENE-040426-1297,kcnk5b
ZDB-GENE-050309-213,kcnk6
ZDB-GENE-110304-2,kcnk7
ZDB-GENE-070705-260,kcnk9
ZDB-GENE-070202-9,kcnma1a
ZDB-GENE-101209-2,kcnma1b
ZDB-GENE-050320-97,kcnmb2a
ZDB-GENE-130603-15,kcnmb3
ZDB-GENE-070912-703,kcnn1a
ZDB-GENE-060503-397,kcnn1b
ZDB-GENE-091116-41,kcnn2
ZDB-GENE-100921-56,kcnn3
ZDB-GENE-131127-192,kcnn4
ZDB-GENE-061214-5,kcnq1.1
ZDB-GENE-130530-935,kcnq1.2
ZDB-GENE-080220-37,kcnq2a
ZDB-GENE-120130-1,kcnq2b
ZDB-GENE-070912-301,kcnq3
ZDB-GENE-120215-132,kcnq4
ZDB-GENE-090312-185,kcnq5a
ZDB-GENE-090312-178,kcnq5b
ZDB-GENE-080723-45,kcns3a
ZDB-GENE-051120-78,kcns3b
ZDB-GENE-091231-1,kcnt1a
ZDB-GENE-141210-6,kcnt1b
ZDB-GENE-130530-783,kcnt2a
ZDB-GENE-231129-4,kcnt2b
ZDB-GENE-100922-109,kcnv1
ZDB-GENE-091117-27,kcnv2a
ZDB-GENE-060526-28,kcnv2b
ZDB-GENE-070705-443,kcp
ZDB-GENE-040724-194,kctd1
ZDB-GENE-040426-2843,kctd10
ZDB-GENE-030902-5,kctd12.1
ZDB-GENE-060117-4,kctd12.2
ZDB-GENE-050417-104,kctd12b
ZDB-GENE-060825-162,kctd13
ZDB-GENE-120215-239,kctd14
ZDB-GENE-041010-105,kctd15a
ZDB-GENE-040801-34,kctd15b
ZDB-GENE-060117-1,kctd16a
ZDB-GENE-060117-2,kctd16b
ZDB-GENE-130531-80,kctd17
ZDB-GENE-060825-85,kctd2
ZDB-GENE-100408-1,kctd20
ZDB-GENE-060503-169,kctd3
ZDB-GENE-040704-71,kctd4
ZDB-GENE-030131-727,kctd5a
ZDB-GENE-140106-245,kctd5b
ZDB-GENE-050208-474,kctd6a
ZDB-GENE-040718-14,kctd6b
ZDB-GENE-060804-2,kctd7
ZDB-GENE-060117-3,kctd8
ZDB-GENE-050320-147,kctd9a
ZDB-GENE-040718-238,kctd9b
ZDB-GENE-030826-32,kdelr2a
ZDB-GENE-030131-4189,kdelr2b
ZDB-GENE-040426-1387,kdelr3
ZDB-GENE-110411-156,kdf1a
ZDB-GENE-100922-285,kdf1b
ZDB-GENE-030131-7828,kdm1a
ZDB-GENE-191016-2,kdm1b
ZDB-GENE-061215-144,kdm2aa
ZDB-GENE-101007-5,kdm2ab
ZDB-GENE-040426-2195,kdm2ba
ZDB-GENE-080225-13,kdm2bb
ZDB-GENE-101007-4,kdm3b
ZDB-GENE-110609-4,kdm4aa
ZDB-GENE-030131-6279,kdm4ab
ZDB-GENE-060503-664,kdm4b
ZDB-GENE-070209-38,kdm4c
ZDB-GENE-150114-1,kdm5a
ZDB-GENE-030131-5379,kdm5ba
ZDB-GENE-030424-1,kdm5bb
ZDB-GENE-060810-94,kdm5c
ZDB-GENE-081105-56,kdm6a
ZDB-GENE-070112-2002,kdm6al
ZDB-GENE-091005-1,kdm6ba
ZDB-GENE-040724-166,kdm6bb
ZDB-GENE-030131-9829,kdm7aa
ZDB-GENE-050309-32,kdm7ab
ZDB-GENE-040718-411,kdm8
ZDB-GENE-041001-112,kdr
ZDB-GENE-000705-1,kdrl
ZDB-GENE-040426-853,kdsr
ZDB-GENE-030131-556,keap1a
ZDB-GENE-080508-1,keap1b
ZDB-GENE-070117-2142,kef
ZDB-GENE-070117-2143,kei
ZDB-GENE-110411-118,kel
ZDB-GENE-070117-2144,kep
ZDB-GENE-041210-165,kera
ZDB-GENE-070117-723,kes
ZDB-GENE-081104-343,kgd4
ZDB-GENE-080718-3,kgp
ZDB-GENE-030131-405,khdc4
ZDB-GENE-000210-25,khdrbs1a
ZDB-GENE-040426-2344,khdrbs1b
ZDB-GENE-061013-497,khdrbs2
ZDB-GENE-130530-892,khdrbs3
ZDB-GENE-040718-381,khk
ZDB-GENE-141215-64,khnyn
ZDB-GENE-030131-4357,khsrp
ZDB-GENE-070112-1662,kiaa0232
ZDB-GENE-100922-40,kiaa0319
ZDB-GENE-060503-110,kiaa0319l
ZDB-GENE-040704-34,kiaa0513
ZDB-GENE-220321-2,kiaa0895l
ZDB-GENE-080204-49,kiaa0930
ZDB-GENE-090313-98,kiaa1109
ZDB-GENE-061207-55,kiaa1549la
ZDB-GENE-050419-18,kiaa1549lb
ZDB-GENE-041210-104,kics2
ZDB-GENE-041014-170,kidins220a
ZDB-GENE-030131-7824,kidins220b
ZDB-GENE-020426-1,kif11
ZDB-GENE-090901-1,kif13a
ZDB-GENE-070521-1,kif13ba
ZDB-GENE-090908-5,kif13bb
ZDB-GENE-030131-5759,kif14
ZDB-GENE-050622-16,kif15
ZDB-GENE-090313-233,kif16ba
ZDB-GENE-070424-241,kif16bb
ZDB-GENE-080724-12,kif17
ZDB-GENE-040426-862,kif18a
ZDB-GENE-080215-2,kif19
ZDB-GENE-100913-3,kif1aa
ZDB-GENE-070912-480,kif1ab
ZDB-GENE-030820-1,kif1b
ZDB-GENE-200303-1,kif1ca
ZDB-GENE-090312-119,kif1cb
ZDB-GENE-050522-252,kif20a
ZDB-GENE-041111-213,kif20ba
ZDB-GENE-030131-9684,kif20bb
ZDB-GENE-110411-237,kif21a
ZDB-GENE-130530-537,kif21b
ZDB-GENE-080204-34,kif22
ZDB-GENE-991019-4,kif23
ZDB-GENE-041001-167,kif25
ZDB-GENE-041001-148,kif26aa
ZDB-GENE-100716-6,kif26ab
ZDB-GENE-070521-4,kif26ba
ZDB-GENE-041001-188,kif26bb
ZDB-GENE-130530-1027,kif28
ZDB-GENE-040912-111,kif2a
ZDB-GENE-070912-298,kif2c
ZDB-GENE-050417-71,kif3a
ZDB-GENE-050119-3,kif3b
ZDB-GENE-111214-2,kif3ca
ZDB-GENE-080709-4,kif3cb
ZDB-GENE-040426-1545,kif4
ZDB-GENE-070912-141,kif5aa
ZDB-GENE-110510-3,kif5ab
ZDB-GENE-070629-2,kif5ba
ZDB-GENE-070629-4,kif5bb
ZDB-GENE-081105-14,kif5c
ZDB-GENE-061027-130,kif6
ZDB-GENE-050307-1,kif7
ZDB-GENE-160728-129,kif9
ZDB-GENE-040912-74,kifap3a
ZDB-GENE-030131-2219,kifap3b
ZDB-GENE-070117-1989,kifbp
ZDB-GENE-000208-21,kifc1
ZDB-GENE-030131-3724,kifc3
ZDB-GENE-060526-265,kifl
ZDB-GENE-070117-2146,kik
ZDB-GENE-070117-2145,kim
ZDB-GENE-030131-3689,kin
ZDB-GENE-040426-2126,kirrel1a
ZDB-GENE-070912-173,kirrel1b
ZDB-GENE-091117-44,kirrel3a
ZDB-GENE-100713-3,kirrel3b
ZDB-GENE-070831-1,kirrel3l
ZDB-GENE-080128-1,kiss1
ZDB-GENE-070912-521,kiss1ra
ZDB-GENE-060526-54,kiss1rb
ZDB-GENE-090526-1,kiss2
ZDB-GENE-980526-464,kita
ZDB-GENE-050916-2,kitb
ZDB-GENE-070424-1,kitlga
ZDB-GENE-070424-2,kitlgb
ZDB-GENE-070615-4,kiz
ZDB-GENE-110221-1,kl
ZDB-GENE-110909-4,klb
ZDB-GENE-040426-1599,klc1a
ZDB-GENE-030131-7439,klc1b
ZDB-GENE-030131-2670,klc2
ZDB-GENE-060929-772,klc3
ZDB-GENE-050417-350,klc4
ZDB-GENE-070117-739,kle
ZDB-GENE-980526-55,klf1
ZDB-GENE-030131-2991,klf10
ZDB-GENE-030131-3568,klf11a
ZDB-GENE-061103-82,klf11b
ZDB-GENE-030131-9188,klf12a
ZDB-GENE-071004-22,klf12b
ZDB-GENE-060929-1274,klf13
ZDB-GENE-030131-7844,klf15
ZDB-GENE-010129-1,klf17
ZDB-GENE-011109-1,klf2a
ZDB-GENE-011109-2,klf2b
ZDB-GENE-011116-1,klf3
ZDB-GENE-111014-1,klf4
ZDB-GENE-090312-167,klf5a
ZDB-GENE-080424-4,klf5b
ZDB-GENE-060312-34,klf5l
ZDB-GENE-021115-9,klf6a
ZDB-GENE-070912-633,klf6b
ZDB-GENE-050522-276,klf7a
ZDB-GENE-041014-171,klf7b
ZDB-GENE-070424-152,klf8
ZDB-GENE-060526-244,klf9
ZDB-GENE-980526-14,klfb
ZDB-GENE-980526-43,klfc
ZDB-GENE-120402-1,klhdc1
ZDB-GENE-040426-776,klhdc10
ZDB-GENE-070410-69,klhdc2
ZDB-GENE-040426-2426,klhdc3
ZDB-GENE-030131-2057,klhdc4
ZDB-GENE-160114-44,klhdc7a
ZDB-GENE-120810-3,klhdc8a
ZDB-GENE-090313-174,klhdc8b
ZDB-GENE-131015-1,klhl10a
ZDB-GENE-131015-2,klhl10b.1
ZDB-GENE-131127-61,klhl10b.2
ZDB-GENE-030131-5524,klhl11
ZDB-GENE-041114-205,klhl12
ZDB-GENE-030131-2671,klhl13
ZDB-GENE-091204-223,klhl14
ZDB-GENE-040801-99,klhl15
ZDB-GENE-030131-8131,klhl17
ZDB-GENE-030131-5785,klhl18
ZDB-GENE-090312-193,klhl2
ZDB-GENE-040426-1935,klhl20
ZDB-GENE-040426-2627,klhl21
ZDB-GENE-081104-154,klhl22
ZDB-GENE-081104-458,klhl23
ZDB-GENE-061013-572,klhl24a
ZDB-GENE-040426-1185,klhl24b
ZDB-GENE-030131-5975,klhl26
ZDB-GENE-121114-1,klhl29
ZDB-GENE-131016-3,klhl29l
ZDB-GENE-120203-4,klhl3
ZDB-GENE-100913-2,klhl30
ZDB-GENE-030131-2052,klhl31
ZDB-GENE-070209-47,klhl32
ZDB-GENE-131016-4,klhl33
ZDB-GENE-121129-4,klhl34
ZDB-GENE-091118-66,klhl35
ZDB-GENE-050522-324,klhl36
ZDB-GENE-060503-737,klhl38a
ZDB-GENE-120727-8,klhl38b
ZDB-GENE-070410-63,klhl4
ZDB-GENE-050916-1,klhl40a
ZDB-GENE-060227-1,klhl40b
ZDB-GENE-081105-22,klhl41a
ZDB-GENE-030131-9875,klhl41b
ZDB-GENE-041210-190,klhl42
ZDB-GENE-141212-285,klhl43
ZDB-GENE-080424-7,klhl5
ZDB-GENE-030616-325,klhl6
ZDB-GENE-130212-1,klhl7
ZDB-GENE-070209-226,klhl8
ZDB-GENE-070117-2147,klu
ZDB-GENE-030424-4,kmo
ZDB-GENE-080521-3,kmt2a
ZDB-GENE-060503-376,kmt2ba
ZDB-GENE-080521-1,kmt2bb
ZDB-GENE-080520-3,kmt2ca
ZDB-GENE-070705-340,kmt2cb
ZDB-GENE-060223-2,kmt2d
ZDB-GENE-030131-4120,kmt2e
ZDB-GENE-060825-37,kmt5aa
ZDB-GENE-071004-17,kmt5ab
ZDB-GENE-041114-22,kmt5b
ZDB-GENE-080523-2,kmt5c
ZDB-GENE-070705-385,kncn
ZDB-GENE-170327-1,kndc1
ZDB-GENE-041010-56,kng1
ZDB-GENE-070117-86,knk
ZDB-GENE-030131-5437,knl1
ZDB-GENE-070117-87,kno
ZDB-GENE-090313-76,knop1
ZDB-GENE-081022-187,knstrn
ZDB-GENE-050208-92,kntc1
ZDB-GENE-070117-88,knu
ZDB-GENE-120123-3,knz
ZDB-GENE-071205-1,kof
ZDB-GENE-070117-2149,koi
ZDB-GENE-070117-2152,kon
ZDB-GENE-051113-97,kop
ZDB-GENE-070117-2151,kor
ZDB-GENE-091116-39,kpna1
ZDB-GENE-040718-22,kpna2
ZDB-GENE-030616-541,kpna3
ZDB-GENE-030131-5584,kpna4
ZDB-GENE-050522-22,kpna5
ZDB-GENE-130530-626,kpna6
ZDB-GENE-040426-2023,kpna7
ZDB-GENE-030131-2579,kpnb1
ZDB-GENE-030424-2,kpnb3
ZDB-GENE-080808-6,kpok
ZDB-GENE-040801-258,kptn
ZDB-GENE-040808-67,kras
ZDB-GENE-030131-2126,krcp
ZDB-GENE-070705-262,kremen1
ZDB-GENE-040915-3,kri1
ZDB-GENE-030131-555,krit1
ZDB-GENE-070117-2154,krm
ZDB-GENE-060623-10,krr1
ZDB-GENE-070117-2153,krt
ZDB-GENE-060316-2,krt1-11b
ZDB-GENE-060316-1,krt1-19d
ZDB-GENE-050506-95,krt1-19e
ZDB-GENE-040426-2931,krt15
ZDB-GENE-060503-86,krt17
ZDB-GENE-030411-6,krt18a.1
ZDB-GENE-090312-205,krt18a.2
ZDB-GENE-040426-1508,krt18b
ZDB-GENE-060316-3,krt1-c5
ZDB-GENE-070912-343,krt222
ZDB-GENE-000607-83,krt4
ZDB-GENE-991110-23,krt5
ZDB-GENE-030411-5,krt8
ZDB-GENE-040801-181,krt91
ZDB-GENE-050417-363,krt92
ZDB-GENE-060421-4592,krt93
ZDB-GENE-061027-116,krt94
ZDB-GENE-040718-88,krt95
ZDB-GENE-030131-221,krt96
ZDB-GENE-040718-78,krt97
ZDB-GENE-070822-8,krt98
ZDB-GENE-050417-50,krt99
ZDB-GENE-060825-91,krtcap2
ZDB-GENE-091113-34,ksr1a
ZDB-GENE-040724-45,ksr1b
ZDB-GENE-030131-8047,ksr2
ZDB-GENE-060825-174,kti12
ZDB-GENE-030408-4,ktn1
ZDB-GENE-070117-2155,kuk
ZDB-GENE-070117-708,kwa
ZDB-GENE-040801-207,kxd1
ZDB-GENE-090313-64,ky
ZDB-GENE-040426-2676,kyat1
ZDB-GENE-120214-33,kyat3.1
ZDB-GENE-040426-1299,kyat3.2
ZDB-GENE-131119-31,kyat3.3
ZDB-GENE-120215-204,kynu
ZDB-GENE-990415-10,l1cama
ZDB-GENE-980526-512,l1camb
ZDB-GENE-090319-6,l2hgdh
ZDB-GENE-170412-1,l3hypdh
ZDB-GENE-090313-102,l3mbtl1
ZDB-GENE-090312-120,l3mbtl1a
ZDB-GENE-100922-38,l3mbtl1b
ZDB-GENE-030131-8713,l3mbtl2
ZDB-GENE-040724-127,l3mbtl3
ZDB-GENE-110216-1,l3mbtl4
ZDB-GENE-081104-155,lacc1
ZDB-GENE-020111-1,lactb
ZDB-GENE-040426-2257,lactb2
ZDB-GENE-030131-7625,lactbl1a
ZDB-GENE-061207-53,lactbl1b
ZDB-GENE-030616-268,lad1
ZDB-GENE-070117-699,lag
ZDB-GENE-070117-717,laj
ZDB-GENE-070117-2160,lam
ZDB-GENE-060118-1,lama1
ZDB-GENE-060119-1,lama2
ZDB-GENE-050208-475,lama3
ZDB-GENE-040724-213,lama4
ZDB-GENE-030131-9823,lama5
ZDB-GENE-021226-1,lamb1a
ZDB-GENE-041210-197,lamb1b
ZDB-GENE-081030-4,lamb2
ZDB-GENE-030131-4205,lamb2l
ZDB-GENE-081104-69,lamb3
ZDB-GENE-021226-2,lamb4
ZDB-GENE-021226-3,lamc1
ZDB-GENE-110222-3,lamc2
ZDB-GENE-060531-121,lamc3
ZDB-GENE-030131-3708,lamp1a
ZDB-GENE-030131-9303,lamp1b
ZDB-GENE-030729-9,lamp2
ZDB-GENE-050208-530,lamp3
ZDB-GENE-130819-1,lamtor1
ZDB-GENE-040801-63,lamtor2
ZDB-GENE-050522-345,lamtor3
ZDB-GENE-030131-7438,lamtor4
ZDB-GENE-110411-193,lamtor5
ZDB-GENE-040924-1,lancl1
ZDB-GENE-070209-191,lancl2
ZDB-GENE-060719-1,lap3
ZDB-GENE-030131-1024,laptm4a
ZDB-GENE-030616-616,laptm4b
ZDB-GENE-170303-1,laptm5
ZDB-GENE-061204-1,large1
ZDB-GENE-050419-253,large2
ZDB-GENE-030131-5386,larp1
ZDB-GENE-030131-4154,larp1b
ZDB-GENE-090313-50,larp4aa
ZDB-GENE-100729-2,larp4ab
ZDB-GENE-061027-39,larp4b
ZDB-GENE-030131-6403,larp6a
